Brand,Model,Year,Horsepower,Engine_Size,Weight,Torque,Acceleration_0_100,Power_Weight,Torque_Weight,Drivetrain,Transmission
Aston Martin,DBS Superleggera,2020,705,7.0,3852,799,3.34,0.18302180685358255,0.20742471443406024,RWD,Auto
Bugatti,Mistral,2024,1593,2.2,4364,1442,2.19,0.365032080659945,0.3304307974335472,AWD,DCT
Mercedes-AMG,GT63 S,2021,613,7.5,4715,594,3.15,0.13001060445387064,0.12598091198303288,RWD,Auto
BMW,XM Label Red,2024,738,7.4,5915,831,3.68,0.12476754015215553,0.14049027895181743,RWD,Auto
McLaren,Artura,2022,654,3.0,3414,767,3.09,0.19156414762741653,0.22466315172817808,RWD,DCT
McLaren,Artura,2022,662,3.6,3498,645,3.09,0.18925100057175528,0.1843910806174957,AWD,DCT
Bugatti,Mistral,2024,1586,4.7,4426,1507,2.29,0.35833709896068683,0.3404880253050158,AWD,DCT
Porsche,911 GT2 RS,2019,695,4.5,3285,655,2.62,0.2115677321156773,0.1993911719939117,AWD,DCT
Ferrari,SF90 Stradale,2022,994,3.4,3780,1057,2.04,0.26296296296296295,0.2796296296296296,RWD,DCT
Mercedes-AMG,SL63 AMG,2017,578,2.1,4120,558,3.51,0.14029126213592233,0.1354368932038835,RWD,Auto
BMW,M5 CS,2021,627,3.1,4072,644,2.97,0.15397838899803537,0.1581532416502947,RWD,Auto
Porsche,911 GT2 RS,2019,696,7.5,3251,648,2.76,0.21408797293140572,0.1993232851430329,RWD,DCT
Rolls-Royce,Wraith,2020,621,4.7,5298,665,4.23,0.11721404303510759,0.12551906379765948,AWD,Auto
Bugatti,Chiron,2024,1518,3.6,4432,1582,2.39,0.3425090252707581,0.35694945848375453,RWD,DCT
McLaren,765LT,2020,764,4.3,3083,852,2.61,0.24781057411612067,0.27635420045410314,AWD,DCT
Mercedes-AMG,GT Black Series,2024,726,7.2,3579,857,3.09,0.20284995808885165,0.23945236099469125,RWD,DCT
Aston Martin,DBS Superleggera,2020,701,6.8,4054,668,3.2,0.172915638875185,0.16477553034040454,RWD,Auto
Rolls-Royce,Wraith,2014,637,6.8,5251,748,4.35,0.12131022662350029,0.14244905732241478,RWD,Auto
Mercedes-AMG,SL63 AMG,2012,579,3.2,4129,558,3.66,0.14022765802857834,0.1351416807943812,RWD,Auto
Mercedes-AMG,SL63 AMG,2013,579,7.9,4167,593,3.53,0.13894888408927286,0.14230861531077513,AWD,Auto
Mercedes-AMG,SL63 AMG,2024,598,6.7,4396,656,3.65,0.13603275705186532,0.1492265696087352,RWD,Auto
Bugatti,Divo,2020,1513,4.2,4473,1693,2.32,0.3382517326179298,0.3784931813100827,AWD,DCT
Rolls-Royce,Phantom,2015,561,5.8,5654,555,5.01,0.09922178988326848,0.09816059426954368,AWD,Auto
Aston Martin,DB11 AMR,2021,625,5.6,3948,728,3.58,0.15830800405268491,0.18439716312056736,AWD,Auto
BMW,M8 Competition,2024,603,3.7,4403,547,3.13,0.1369520781285487,0.12423347717465365,RWD,Auto
Bentley,Flying Spur,2020,612,4.4,4914,707,3.96,0.12454212454212454,0.14387464387464388,AWD,Auto
Bentley,Bentayga Speed,2022,637,3.2,5625,656,3.86,0.11324444444444444,0.11662222222222222,AWD,Auto
Mercedes-AMG,GT Black Series,2023,724,4.3,3582,710,3.09,0.20212171970965942,0.19821328866554996,RWD,DCT
Bentley,Continental GT Speed,2024,657,3.5,5016,754,3.58,0.13098086124401914,0.15031897926634769,AWD,DCT
Porsche,911 GT2 RS,2020,690,4.2,3267,663,2.73,0.21120293847566574,0.20293847566574838,AWD,DCT
BMW,M5 CS,2021,630,4.7,4129,740,3.06,0.15257931702591426,0.1792201501574231,AWD,Auto
Mercedes-AMG,SL63 AMG,2012,599,7.7,4285,703,3.57,0.13978996499416568,0.16406067677946323,RWD,Auto
Ferrari,SF90 Stradale,2022,972,4.7,3703,903,2.31,0.2624898730758844,0.2438563327032136,AWD,DCT
Mercedes-AMG,GT63 S,2022,601,2.8,4768,709,3.28,0.1260486577181208,0.1486996644295302,RWD,Auto
BMW,XM Label Red,2024,741,4.6,6075,807,3.81,0.12197530864197531,0.13283950617283952,RWD,Auto
Bugatti,Mistral,2023,1581,4.5,4496,1884,2.1,0.3516459074733096,0.4190391459074733,RWD,DCT
Mercedes-AMG,SL63 AMG,2016,589,6.4,4307,704,3.58,0.1367541211980497,0.1634548409565823,AWD,Auto
Ferrari,SF90 Stradale,2023,980,2.6,3641,1153,2.18,0.2691568250480637,0.3166712441636913,AWD,DCT
Ferrari,SF90 Stradale,2021,987,3.0,3630,1132,2.07,0.271900826446281,0.31184573002754823,AWD,DCT
Mercedes-AMG,GT Black Series,2021,722,2.8,3589,844,2.99,0.20117024240735581,0.23516299804959598,RWD,DCT
BMW,XM Label Red,2024,741,7.4,5943,774,3.87,0.12468450277637556,0.13023725391216556,RWD,Auto
Lamborghini,Revuelto,2024,1006,7.1,4493,966,2.34,0.22390385043400846,0.21500111284219897,RWD,DCT
Bugatti,Mistral,2023,1594,5.9,4493,1691,2.22,0.35477409303360785,0.3763632316937458,RWD,DCT
Rolls-Royce,Ghost,2011,589,5.6,5404,532,4.42,0.10899333826794967,0.09844559585492228,RWD,Auto
Lamborghini,Huracan EVO,2023,638,6.1,3119,669,2.92,0.2045527412632254,0.21449182430266112,RWD,DCT
BMW,M8 Competition,2020,602,5.7,4300,572,3.17,0.14,0.1330232558139535,RWD,Auto
Ferrari,812 Superfast,2020,809,2.2,3654,870,2.85,0.22140120415982484,0.23809523809523808,RWD,DCT
Bugatti,Mistral,2023,1585,5.3,4460,1489,2.21,0.35538116591928254,0.33385650224215246,RWD,DCT
BMW,XM Label Red,2023,742,6.3,6011,862,3.64,0.12344035934120778,0.14340375977374814,RWD,Auto
McLaren,Artura,2022,644,4.3,3468,727,3.08,0.18569780853517878,0.20963091118800461,RWD,DCT
Bugatti,Mistral,2024,1580,5.0,4328,1781,2.12,0.36506469500924216,0.41150646950092423,AWD,DCT
Porsche,911 GT2 RS,2018,700,6.8,3391,741,2.72,0.20642878207018578,0.21851961073429665,RWD,DCT
McLaren,Artura,2023,672,6.4,3317,723,3.09,0.20259270425082906,0.21796804341272233,AWD,DCT
Aston Martin,DB11 AMR,2022,601,6.6,3983,641,3.7,0.15089128797388904,0.16093396936982174,RWD,Auto
BMW,M5 CS,2021,625,3.7,4079,691,3.08,0.1532238293699436,0.16940426575140966,RWD,Auto
Ferrari,F8 Tributo,2020,717,3.5,3270,726,2.83,0.21926605504587157,0.22201834862385322,RWD,DCT
Lamborghini,Huracan EVO,2020,618,4.9,3191,679,2.97,0.1936696960200564,0.21278596051394547,RWD,DCT
Rolls-Royce,Ghost,2014,555,7.1,5600,623,4.42,0.09910714285714285,0.11125,RWD,Auto
Aston Martin,DB11 AMR,2023,630,3.7,4021,648,3.54,0.15667744342203432,0.161153941805521,RWD,Auto
Bentley,Flying Spur,2024,602,5.3,5146,609,3.98,0.11698406529343179,0.11834434512242518,RWD,Auto
BMW,M5 CS,2022,627,5.2,4063,571,3.05,0.1543194683731233,0.14053654934777257,RWD,Auto
Ferrari,812 Superfast,2023,790,6.4,3680,916,2.92,0.21467391304347827,0.24891304347826088,RWD,DCT
Bugatti,Chiron,2017,1576,5.8,4425,1566,2.36,0.35615819209039545,0.3538983050847458,AWD,DCT
Aston Martin,DB11 AMR,2020,625,2.7,4014,649,3.57,0.15570503238664674,0.16168410563029398,AWD,Auto
Bugatti,Divo,2021,1519,7.7,4413,1589,2.36,0.3442102877860866,0.360072513029685,RWD,DCT
Ferrari,F8 Tributo,2022,713,6.5,3283,681,2.8,0.21717940907706365,0.2074322266219921,AWD,DCT
Ferrari,SF90 Stradale,2024,993,4.9,3750,1004,2.13,0.2648,0.2677333333333333,RWD,DCT
Ferrari,812 Superfast,2021,800,3.7,3835,792,2.89,0.20860495436766624,0.20651890482398957,RWD,DCT
McLaren,765LT,2022,761,6.3,3049,815,2.67,0.2495900295178747,0.2673007543456871,RWD,DCT
Rolls-Royce,Wraith,2014,623,2.9,5269,616,4.24,0.11823875498197,0.11691022964509394,AWD,Auto
Bentley,Flying Spur,2021,579,2.8,4846,521,3.89,0.11947998349153942,0.10751134956665291,AWD,Auto
Mercedes-AMG,GT63 S,2022,607,5.9,4698,619,3.28,0.12920391656023839,0.13175819497658578,RWD,Auto
BMW,XM Label Red,2024,736,6.2,5923,812,3.87,0.12426135404355901,0.13709268951544826,RWD,Auto
Lamborghini,Huracan EVO,2019,626,4.2,3197,592,3.01,0.19580857053487644,0.1851736002502346,RWD,DCT
McLaren,Artura,2024,679,2.3,3391,775,3.04,0.2002359186080802,0.2285461515777057,RWD,DCT
Aston Martin,Valkyrie,2023,1143,2.0,2811,1201,2.45,0.4066168623265742,0.4272500889363216,RWD,Auto
BMW,M8 Competition,2023,618,7.4,4423,676,3.17,0.13972416911598462,0.15283744065114177,AWD,Auto
McLaren,765LT,2022,759,3.0,2958,855,2.72,0.2565922920892495,0.28904665314401623,AWD,DCT
Lamborghini,Aventador SVJ,2021,768,2.1,3838,731,2.77,0.20010422094841063,0.1904637832204273,RWD,Auto
Ferrari,812 Superfast,2023,807,7.3,3862,889,3.0,0.20895908855515277,0.23019161056447437,RWD,DCT
Aston Martin,DB11 AMR,2022,608,2.6,4075,638,3.7,0.14920245398773005,0.1565644171779141,RWD,Auto
McLaren,720S,2023,701,5.9,3092,746,2.82,0.22671410090556274,0.24126778783958602,RWD,DCT
Porsche,911 GT2 RS,2019,697,4.3,3396,733,2.61,0.20524146054181389,0.21584216725559482,RWD,DCT
Bugatti,Chiron,2023,1526,4.3,4441,1580,2.31,0.3436163026345418,0.3557757261877955,AWD,DCT
Bugatti,Divo,2020,1494,6.3,4466,1501,2.31,0.33452754142409313,0.3360949395432154,RWD,DCT
Bentley,Bentayga Speed,2022,632,5.0,5648,599,3.87,0.11189801699716714,0.10605524079320114,RWD,Auto
McLaren,Artura,2024,656,3.6,3460,693,3.07,0.18959537572254334,0.20028901734104046,RWD,DCT
Porsche,911 Turbo S,2022,600,6.2,3634,555,2.57,0.1651073197578426,0.1527242707760044,RWD,DCT
Lamborghini,Huracan EVO,2024,617,6.1,3109,679,2.99,0.1984560952074622,0.21839819877774205,AWD,DCT
Porsche,911 Turbo S,2018,590,2.6,3667,578,2.47,0.16089446413962366,0.15762203436051267,RWD,DCT
Porsche,911 GT3 RS,2019,511,6.9,3234,558,3.2,0.15800865800865802,0.1725417439703154,RWD,DCT
Rolls-Royce,Wraith,2021,610,5.1,5257,678,4.2,0.11603576184135439,0.12897089594825947,RWD,Auto
Rolls-Royce,Phantom,2019,569,7.5,5839,588,5.38,0.09744819318376434,0.10070217502997089,RWD,Auto
Rolls-Royce,Ghost,2017,593,3.5,5444,630,4.65,0.10892725936811168,0.11572373254959588,AWD,Auto
Bentley,Bentayga Speed,2020,649,7.6,5769,713,3.8,0.1124978332466632,0.1235916103310799,AWD,Auto
Mercedes-AMG,GT Black Series,2023,724,2.6,3530,857,2.82,0.20509915014164307,0.24277620396600566,RWD,DCT
Mercedes-AMG,GT63 S,2021,614,7.0,4566,735,3.08,0.13447218572054315,0.1609724047306176,RWD,Auto
Bentley,Continental GT Speed,2018,656,3.7,4932,726,3.7,0.1330089213300892,0.14720194647201945,RWD,DCT
Bentley,Bentayga Speed,2023,639,3.2,5724,706,3.96,0.11163522012578617,0.123340321453529,AWD,Auto
Porsche,911 GT2 RS,2019,695,4.1,3342,821,2.61,0.20795930580490724,0.24566128067025733,AWD,DCT
Porsche,911 GT2 RS,2018,696,6.8,3389,788,2.75,0.2053703157273532,0.23251696665683091,RWD,DCT
Lamborghini,Revuelto,2024,1005,4.3,4481,935,2.32,0.22428029457710333,0.2086587815219817,AWD,DCT
BMW,M8 Competition,2022,609,5.7,4483,637,3.02,0.1358465313406201,0.1420923488735222,AWD,Auto
Rolls-Royce,Ghost,2019,578,5.9,5345,643,4.5,0.10813844714686623,0.12029934518241348,RWD,Auto
Bugatti,Divo,2020,1544,7.0,4432,1419,2.36,0.3483754512635379,0.32017148014440433,AWD,DCT
Porsche,911 GT3 RS,2022,513,4.4,3255,491,3.18,0.1576036866359447,0.15084485407066053,RWD,DCT
McLaren,720S,2020,711,6.9,3157,842,2.75,0.22521381057966425,0.2667089008552423,RWD,DCT
Porsche,911 GT2 RS,2020,699,6.3,3260,764,2.79,0.21441717791411044,0.2343558282208589,AWD,DCT
Bugatti,Chiron,2023,1573,5.8,4453,1769,2.37,0.3532450033685156,0.3972602739726027,RWD,DCT
Ferrari,812 Superfast,2022,795,7.0,3849,779,2.9,0.20654715510522215,0.20239023122889063,RWD,DCT
Porsche,911 Turbo S,2019,586,4.7,3659,569,2.46,0.16015304728067778,0.15550696911724515,AWD,DCT
Rolls-Royce,Ghost,2016,591,7.9,5508,702,4.64,0.10729847494553377,0.12745098039215685,AWD,Auto
Mercedes-AMG,GT63 S,2022,603,6.1,4719,708,3.26,0.1277813095994914,0.15003178639542275,RWD,Auto
Porsche,911 GT3 RS,2022,510,3.3,3327,555,3.22,0.1532912533814247,0.16681695220919748,RWD,DCT
McLaren,Artura,2024,668,7.4,3493,793,3.07,0.19123962210134554,0.22702547953048954,AWD,DCT
Ferrari,812 Superfast,2022,787,2.7,3726,910,2.85,0.21121846484165324,0.24422973698336017,RWD,DCT
BMW,XM Label Red,2023,741,6.3,5969,777,3.62,0.12414139721896465,0.13017255821745685,AWD,Auto
Aston Martin,DBS Superleggera,2019,704,2.5,3860,690,3.3,0.18238341968911917,0.17875647668393782,RWD,Auto
Ferrari,SF90 Stradale,2021,959,4.9,3691,1078,2.16,0.25982118667027904,0.29206177187753996,RWD,DCT
Ferrari,SF90 Stradale,2020,963,6.5,3886,972,2.03,0.24781266083376222,0.2501286670097787,AWD,DCT
Bugatti,Chiron,2021,1494,4.1,4401,1603,2.32,0.3394683026584867,0.364235401045217,AWD,DCT
Aston Martin,DBS Superleggera,2019,709,7.3,3966,639,3.22,0.17876954109934443,0.16111951588502268,RWD,Auto
Bentley,Continental GT Speed,2022,653,6.4,5030,760,3.69,0.1298210735586481,0.15109343936381708,RWD,DCT
McLaren,765LT,2020,760,6.7,3090,695,2.64,0.2459546925566343,0.22491909385113268,RWD,DCT
Bentley,Bentayga Speed,2022,646,2.2,5693,657,3.97,0.11347268575443527,0.11540488318988232,AWD,Auto
Porsche,911 Turbo S,2014,636,5.1,3636,642,2.62,0.17491749174917492,0.17656765676567657,RWD,DCT
Aston Martin,DB11 AMR,2024,622,2.2,4054,702,3.55,0.15342871238283176,0.1731623088307844,RWD,Auto
Aston Martin,DBS Superleggera,2019,712,2.7,3878,747,3.35,0.18359979370809695,0.19262506446621971,RWD,Auto
Aston Martin,DB11 AMR,2019,600,2.4,3959,715,3.56,0.15155342258145996,0.18060116190957312,RWD,Auto
McLaren,Artura,2024,650,5.1,3335,611,3.07,0.19490254872563717,0.18320839580209894,AWD,DCT
Bentley,Continental GT Speed,2021,658,3.4,5132,672,3.64,0.12821512081060016,0.1309431021044427,AWD,DCT
Aston Martin,DB11 AMR,2024,610,3.1,3914,597,3.64,0.15585079202861524,0.15252938170669392,AWD,Auto
McLaren,Artura,2024,657,3.4,3381,654,3.02,0.19432120674356698,0.19343389529724933,RWD,DCT
BMW,XM Label Red,2024,744,4.7,6032,735,3.77,0.123342175066313,0.1218501326259947,RWD,Auto
Lamborghini,Huracan EVO,2023,633,2.9,3167,632,3.12,0.19987369750552572,0.19955794126934007,RWD,DCT
Porsche,911 GT3 RS,2019,504,5.6,3223,579,3.17,0.1563760471610301,0.1796462922742786,RWD,DCT
Aston Martin,Valkyrie,2023,1115,3.9,2764,1081,2.56,0.4034008683068017,0.3910998552821997,AWD,Auto
BMW,M8 Competition,2021,610,3.3,4430,562,3.16,0.13769751693002258,0.12686230248306998,AWD,Auto
BMW,M8 Competition,2022,600,3.8,4355,649,3.08,0.1377726750861079,0.14902411021814008,RWD,Auto
Rolls-Royce,Phantom,2018,561,3.6,5889,648,5.32,0.09526235354049924,0.11003565970453388,RWD,Auto
Bentley,Continental GT Speed,2018,638,2.8,5004,658,3.54,0.12749800159872102,0.13149480415667467,RWD,DCT
Aston Martin,DB11 AMR,2023,614,7.3,3906,638,3.62,0.15719406041986686,0.1633384536610343,AWD,Auto
Aston Martin,DBS Superleggera,2023,700,2.5,3991,648,3.27,0.17539463793535454,0.1623653219744425,AWD,Auto
Lamborghini,Aventador SVJ,2020,759,3.1,3931,834,2.84,0.1930806410582549,0.21215975578733146,AWD,Auto
Bentley,Flying Spur,2020,597,4.9,5000,639,3.96,0.1194,0.1278,AWD,Auto
Bugatti,Chiron,2018,1526,3.8,4468,1504,2.36,0.3415398388540734,0.3366159355416294,RWD,DCT
Rolls-Royce,Ghost,2020,590,3.7,5461,707,4.51,0.10803882072880425,0.12946346822926205,RWD,Auto
Aston Martin,DBS Superleggera,2020,708,3.4,3861,829,3.4,0.18337218337218336,0.2147112147112147,AWD,Auto
BMW,M5 CS,2022,628,4.7,4050,619,3.05,0.15506172839506172,0.1528395061728395,AWD,Auto
BMW,XM Label Red,2024,735,3.6,5938,783,3.78,0.12377905018524755,0.13186257999326373,RWD,Auto
Rolls-Royce,Ghost,2011,595,3.8,5332,633,4.73,0.11159039759939984,0.1187171792948237,RWD,Auto
Porsche,911 Turbo S,2024,628,2.6,3577,746,2.43,0.175566116857702,0.20855465473860776,RWD,DCT
BMW,XM Label Red,2023,745,4.6,5963,849,3.82,0.12493711219184973,0.1423779976521885,RWD,Auto
McLaren,720S,2022,716,2.3,3019,817,2.8,0.23716462404769792,0.27061941040079496,RWD,DCT
BMW,M5 CS,2021,633,3.3,4033,754,3.09,0.15695512025787256,0.1869575998016365,AWD,Auto
McLaren,765LT,2023,750,5.1,3021,884,2.62,0.24826216484607747,0.29261833829857664,AWD,DCT
Bugatti,Divo,2021,1507,7.5,4410,1428,2.4,0.3417233560090703,0.3238095238095238,RWD,DCT
BMW,M8 Competition,2021,608,4.7,4409,582,3.08,0.1378997505103198,0.13200272170560218,RWD,Auto
Lamborghini,Aventador SVJ,2018,768,5.8,3978,695,2.77,0.19306184012066366,0.17471091000502764,RWD,Auto
Bentley,Bentayga Speed,2021,648,3.8,5758,598,3.86,0.1125390760680792,0.10385550538381383,RWD,Auto
McLaren,765LT,2020,761,5.7,3026,799,2.62,0.25148711169861204,0.2640449438202247,RWD,DCT
Bentley,Bentayga Speed,2020,645,6.2,5793,615,3.85,0.11134127395132055,0.10616261004660797,RWD,Auto
Porsche,911 Turbo S,2019,634,7.6,3681,659,2.68,0.17223580548763923,0.17902743819614236,RWD,DCT
Porsche,911 GT2 RS,2019,700,5.0,3278,825,2.68,0.21354484441732763,0.2516778523489933,AWD,DCT
BMW,M8 Competition,2021,617,7.2,4457,644,3.14,0.13843392416423603,0.14449181063495625,AWD,Auto
Ferrari,812 Superfast,2020,801,4.3,3858,786,2.96,0.20762052877138415,0.20373250388802489,AWD,DCT
Bugatti,Mistral,2024,1580,4.3,4352,1560,2.13,0.3630514705882353,0.3584558823529412,AWD,DCT
Bentley,Flying Spur,2023,587,7.3,5039,558,3.96,0.11649136733478865,0.11073625719388767,RWD,Auto
Mercedes-AMG,GT Black Series,2021,729,2.3,3576,767,2.85,0.20385906040268456,0.21448545861297538,RWD,DCT
BMW,M5 CS,2022,634,7.2,4125,629,3.06,0.1536969696969697,0.15248484848484847,AWD,Auto
Lamborghini,Revuelto,2024,1000,6.3,4444,1164,2.14,0.22502250225022502,0.2619261926192619,AWD,DCT
McLaren,720S,2019,707,5.8,3002,735,2.88,0.23550966022651565,0.24483677548301133,RWD,DCT
Porsche,911 GT2 RS,2019,700,7.7,3298,741,2.68,0.21224984839296543,0.22468162522741056,AWD,DCT
Rolls-Royce,Wraith,2014,622,2.5,5261,637,4.23,0.11822847367420643,0.12107964265348793,RWD,Auto
Bentley,Continental GT Speed,2020,641,4.1,4974,609,3.58,0.1288701246481705,0.1224366706875754,RWD,DCT
Ferrari,SF90 Stradale,2023,982,3.8,3880,1129,2.42,0.25309278350515463,0.290979381443299,RWD,DCT
Mercedes-AMG,SL63 AMG,2024,596,3.0,4370,598,3.64,0.13638443935926772,0.1368421052631579,AWD,Auto
Mercedes-AMG,SL63 AMG,2014,586,6.0,4148,671,3.55,0.14127290260366443,0.16176470588235295,RWD,Auto
Bugatti,Mistral,2023,1592,3.2,4410,1432,2.15,0.36099773242630384,0.3247165532879819,RWD,DCT
BMW,M5 CS,2021,634,2.2,4129,705,2.9,0.15354807459433276,0.1707435214337612,AWD,Auto
Ferrari,F8 Tributo,2021,703,6.2,3292,698,2.89,0.2135479951397327,0.2120291616038882,RWD,DCT
Lamborghini,Huracan EVO,2022,628,5.8,3227,717,2.98,0.19460799504183451,0.22218779051750853,RWD,DCT
McLaren,765LT,2023,765,4.4,3012,840,2.76,0.2539840637450199,0.2788844621513944,AWD,DCT
McLaren,765LT,2020,752,2.8,3065,853,2.76,0.24535073409461663,0.27830342577487766,RWD,DCT
Bugatti,Chiron,2024,1568,2.7,4418,1638,2.35,0.3549117247623359,0.3707559981892259,AWD,DCT
Porsche,911 GT3 RS,2024,515,5.8,3289,507,3.13,0.1565825478868957,0.1541501976284585,RWD,DCT
Ferrari,SF90 Stradale,2021,976,4.6,3673,931,2.18,0.2657228423631908,0.2534712768853798,AWD,DCT
Bugatti,Divo,2019,1534,5.3,4467,1644,2.36,0.3434072084172823,0.36803223640026866,AWD,DCT
Rolls-Royce,Phantom,2022,567,5.9,5793,620,5.01,0.09787674779906784,0.10702572069739341,AWD,Auto
BMW,M5 CS,2021,633,2.3,4051,713,2.99,0.15625771414465564,0.17600592446309554,RWD,Auto
Bugatti,Divo,2019,1551,2.1,4446,1506,2.39,0.34885290148448045,0.33873144399460187,RWD,DCT
Rolls-Royce,Wraith,2019,629,3.5,5278,578,4.21,0.1191739295187571,0.10951117847669571,AWD,Auto
Rolls-Royce,Wraith,2018,632,5.1,5266,646,4.26,0.12001519179642993,0.1226737561716673,AWD,Auto
Lamborghini,Revuelto,2023,1006,6.6,4405,1116,2.13,0.22837684449489218,0.25334846765039726,RWD,DCT
Aston Martin,DB11 AMR,2019,625,3.9,4060,575,3.56,0.1539408866995074,0.1416256157635468,AWD,Auto
Rolls-Royce,Wraith,2023,617,2.0,5269,652,4.43,0.11710001897893338,0.12374264566331372,AWD,Auto
Mercedes-AMG,GT63 S,2019,612,6.6,4685,724,3.04,0.13062966915688368,0.15453575240128067,RWD,Auto
Mercedes-AMG,GT63 S,2024,629,7.8,4787,711,3.03,0.13139753499059953,0.14852726133277627,AWD,Auto
Ferrari,812 Superfast,2022,794,6.4,3783,789,2.92,0.2098863335976738,0.20856463124504362,RWD,DCT
Rolls-Royce,Phantom,2018,566,3.7,5783,531,5.3,0.09787307625799758,0.0918208542279094,AWD,Auto
Ferrari,812 Superfast,2021,806,8.0,3771,748,2.9,0.2137364094404667,0.19835587377353486,AWD,DCT
Lamborghini,Aventador SVJ,2022,766,6.6,3867,783,2.86,0.19808637186449443,0.20248254460822343,RWD,Auto
Ferrari,812 Superfast,2018,804,2.7,3826,785,2.98,0.21014113957135389,0.20517511761630947,AWD,DCT
Porsche,911 Turbo S,2016,582,3.6,3590,563,2.49,0.16211699164345403,0.15682451253481894,AWD,DCT
BMW,XM Label Red,2024,740,4.9,5977,869,3.69,0.12380793039986615,0.1453906642128158,RWD,Auto
Ferrari,812 Superfast,2020,803,5.1,3875,763,2.85,0.2072258064516129,0.19690322580645161,RWD,DCT
Lamborghini,Revuelto,2023,1004,5.3,4356,934,2.1,0.23048668503213957,0.21441689623507806,AWD,DCT
BMW,M8 Competition,2023,608,5.4,4303,651,3.07,0.14129676969556124,0.15128979781547758,RWD,Auto
Rolls-Royce,Wraith,2022,636,6.2,5230,642,4.24,0.12160611854684512,0.12275334608030593,RWD,Auto
Mercedes-AMG,GT63 S,2020,623,5.2,4705,729,3.04,0.13241232731137087,0.1549415515409139,RWD,Auto
Aston Martin,Valkyrie,2024,1138,4.6,2725,1081,2.4,0.41761467889908255,0.396697247706422,AWD,Auto
Aston Martin,DB11 AMR,2019,626,7.9,3961,611,3.7,0.15804089876293864,0.15425397626861903,AWD,Auto
Mercedes-AMG,GT63 S,2021,605,6.5,4617,618,3.1,0.13103747021875678,0.13385315139701104,RWD,Auto
McLaren,765LT,2021,754,2.2,2985,706,2.63,0.2525963149078727,0.23651591289782245,RWD,DCT
Porsche,911 GT3 RS,2020,512,2.3,3200,613,3.2,0.16,0.1915625,RWD,DCT
Porsche,911 Turbo S,2024,620,7.7,3606,659,2.41,0.1719356627842485,0.18275097060454798,AWD,DCT
Bugatti,Divo,2019,1534,7.4,4424,1676,2.36,0.34674502712477395,0.37884267631103075,AWD,DCT
McLaren,765LT,2020,757,7.3,3094,779,2.65,0.24466709760827407,0.2517776341305753,RWD,DCT
Lamborghini,Aventador SVJ,2020,760,2.9,3856,793,2.78,0.1970954356846473,0.20565352697095435,RWD,Auto
Porsche,911 GT2 RS,2020,693,5.9,3273,829,2.61,0.21173235563703025,0.25328444851817905,RWD,DCT
Bentley,Continental GT Speed,2020,641,3.2,5044,693,3.58,0.12708168120539254,0.13739095955590802,AWD,DCT
Aston Martin,Valkyrie,2022,1157,3.3,2730,1106,2.47,0.4238095238095238,0.40512820512820513,AWD,Auto
Ferrari,F8 Tributo,2020,713,3.6,3184,691,2.8,0.2239321608040201,0.21702261306532664,AWD,DCT
Lamborghini,Aventador SVJ,2018,762,4.8,4130,747,2.79,0.18450363196125907,0.1808716707021792,AWD,Auto
Ferrari,812 Superfast,2021,814,2.5,3781,772,3.0,0.21528696112139645,0.20417878868024333,AWD,DCT
Porsche,911 Turbo S,2019,601,4.7,3668,698,2.58,0.1638495092693566,0.19029443838604143,RWD,DCT
Bugatti,Divo,2019,1509,5.1,4437,1427,2.39,0.3400946585530764,0.32161370295244535,RWD,DCT
McLaren,765LT,2023,757,2.5,3075,818,2.62,0.2461788617886179,0.2660162601626016,RWD,DCT
Lamborghini,Huracan EVO,2021,616,6.7,3236,680,3.05,0.1903584672435105,0.21013597033374537,AWD,DCT
McLaren,765LT,2021,760,3.7,2980,705,2.8,0.2550335570469799,0.23657718120805368,RWD,DCT
Bugatti,Mistral,2024,1596,3.5,4380,1864,2.24,0.3643835616438356,0.42557077625570777,RWD,DCT
Rolls-Royce,Wraith,2019,639,5.0,5396,687,4.35,0.11842105263157894,0.12731653076352853,RWD,Auto
Mercedes-AMG,GT Black Series,2023,729,7.0,3567,753,2.88,0.2043734230445753,0.2111017661900757,RWD,DCT
McLaren,Artura,2024,671,3.1,3309,727,3.04,0.20278029616198248,0.21970383801752796,AWD,DCT
Lamborghini,Revuelto,2023,1003,6.0,4378,932,2.19,0.22910004568296025,0.21288259479214253,AWD,DCT
